model_name,scan_name,mean_ssim,mean_mse,mean_psnr,mean_mae,mean_pred_avg_intensity,mean_pred_rms_intensity,sample_avg_ssim,sample_avg_psnr,sample_avg_mse,sample_avg_mae,sample_avg_intensity,sample_rms_intensity,mean_std,rmv,ause,spearman_corr_uncert_err,pearson_corr_uncert_err,mpiw_95
Evidential (01),p20_01,0.906777024269104,0.0007535949116572738,31.228620426018942,0.01763405278325081,0.13313628733158112,0.229150652885437,0.906777024269104,31.228620426018942,0.0007535949116572738,0.01763405278325081,0.13313628733158112,0.229150652885437,0.01793588325381279,0.021181832998991013,0.14377325929497545,0.5891892313957214,0.5252341628074646,0.07030718
Evidential (01),p24_01,0.9302487373352051,0.0006432615919038653,31.916123788377504,0.014770686626434326,0.09280649572610855,0.18031679093837738,0.9302487373352051,31.916123788377504,0.0006432615919038653,0.014770686626434326,0.09280649572610855,0.18031679093837738,0.01605537161231041,0.02056736871600151,0.15775247564399678,0.6199166774749756,0.5326641798019409,0.06293586
Evidential (01),p24_02,0.9286759495735168,0.0006362064741551876,31.964019157448973,0.01501954160630703,0.09396645426750183,0.18134556710720062,0.9286759495735168,31.964019157448973,0.0006362064741551876,0.01501954160630703,0.09396645426750183,0.18134556710720062,0.016469623893499374,0.020276620984077454,0.15406593879690794,0.5954062938690186,0.5627328753471375,0.06455978
Evidential (01),p24_03,0.8827317357063293,0.0016487200045958161,27.828530925567343,0.022217407822608948,0.09558574110269547,0.17762747406959534,0.8827317357063293,27.828530925567343,0.0016487200045958161,0.022217407822608948,0.09558574110269547,0.17762747406959534,0.019319606944918633,0.024244248867034912,0.1587420321122011,0.6187374591827393,0.5035193562507629,0.07573147
Evidential (01),p24_04,0.8595725893974304,0.002011711709201336,26.96434256257167,0.025015121325850487,0.09541801363229752,0.17669597268104553,0.8595725893974304,26.96434256257167,0.002011711709201336,0.025015121325850487,0.09541801363229752,0.17669597268104553,0.01680002361536026,0.02105049043893814,0.20074680176200427,0.608191728591919,0.49211385846138,0.06585487
Evidential (01),p24_05,0.9005811810493469,0.0010697504039853811,29.707175408350658,0.0184984989464283,0.09029126167297363,0.17543810606002808,0.9005811810493469,29.707175408350658,0.0010697504039853811,0.0184984989464283,0.09029126167297363,0.17543810606002808,0.016512621194124222,0.02149123325943947,0.14407400707540424,0.6059616804122925,0.48716652393341064,0.064728245
Evidential (01),p25_01,0.8833376169204712,0.001167680835351348,29.326758476238595,0.021341994404792786,0.14797921478748322,0.24986547231674194,0.8833376169204712,29.326758476238595,0.001167680835351348,0.021341994404792786,0.14797921478748322,0.24986547231674194,0.022511696442961693,0.027616724371910095,0.1631720310143133,0.6831963658332825,0.5787520408630371,0.08824424
Evidential (01),p25_02,0.8997146487236023,0.0009459676221013069,30.24123728062667,0.018831705674529076,0.13737255334854126,0.22862650454044342,0.8997146487236023,30.24123728062667,0.0009459676221013069,0.018831705674529076,0.13737255334854126,0.22862650454044342,0.02150345966219902,0.026077955961227417,0.17482173709572893,0.6465115547180176,0.5152919888496399,0.08429211
Evidential (01),p25_03,0.8767940402030945,0.0011703576892614365,29.316813872009536,0.02078748494386673,0.13890251517295837,0.23178277909755707,0.8767940402030945,29.316813872009536,0.0011703576892614365,0.02078748494386673,0.13890251517295837,0.23178277909755707,0.021665489301085472,0.026684625074267387,0.1725997311569725,0.6863870024681091,0.5547081828117371,0.08492706
Evidential (01),p25_04,0.8444855809211731,0.0019060233607888222,27.198717808228206,0.025558751076459885,0.13484331965446472,0.2253076136112213,0.8444855809211731,27.198717808228206,0.0019060233607888222,0.025558751076459885,0.13484331965446472,0.2253076136112213,0.020535331219434738,0.025476880371570587,0.1677160921786555,0.6914157867431641,0.5332270264625549,0.08049701
Evidential (01),p26_01,0.8420672416687012,0.0019266661256551743,27.15193538249828,0.0262916199862957,0.14576198160648346,0.23995302617549896,0.8420672416687012,27.15193538249828,0.0019266661256551743,0.0262916199862957,0.14576198160648346,0.23995302617549896,0.023442482575774193,0.028972124680876732,0.1718243325534496,0.6891583204269409,0.5494397282600403,0.09189289
Evidential (01),p27_01,0.9220167398452759,0.0006435532704927027,31.914154982957356,0.015365933068096638,0.10254867374897003,0.19466350972652435,0.9220167398452759,31.914154982957356,0.0006435532704927027,0.015365933068096638,0.10254867374897003,0.19466350972652435,0.01537288911640644,0.018469085916876793,0.1593757634633626,0.5798495411872864,0.5334404110908508,0.060260545
Evidential (01),p28_01,0.7811242341995239,0.002472471445798874,26.068687153035196,0.03421705216169357,0.20619192719459534,0.2832876145839691,0.7811242341995239,26.068687153035196,0.002472471445798874,0.03421705216169357,0.20619192719459534,0.2832876145839691,0.028700554743409157,0.03549687936902046,0.23209885207011288,0.5182377099990845,0.349505215883255,0.11250393
Evidential (01),p28_02,0.8992465734481812,0.0011374081950634718,29.440836469665456,0.02098364196717739,0.20369526743888855,0.2800864577293396,0.8992465734481812,29.440836469665456,0.0011374081950634718,0.02098364196717739,0.20369526743888855,0.2800864577293396,0.027374451979994774,0.035802461206912994,0.24754061904567717,0.5908166766166687,0.34452205896377563,0.10730597
Evidential (01),p29_01,0.8837057948112488,0.0013994764303788543,28.540344114118955,0.022864149883389473,0.20257416367530823,0.2785665690898895,0.8837057948112488,28.540344114118955,0.0013994764303788543,0.022864149883389473,0.20257416367530823,0.2785665690898895,0.02873917855322361,0.03611336648464203,0.24033041423237753,0.6318254470825195,0.41161152720451355,0.112655304
Evidential (01),p29_02,0.9063071012496948,0.0010952315060421824,29.60494071536357,0.020367467775940895,0.2062578648328781,0.2820086181163788,0.9063071012496948,29.60494071536357,0.0010952315060421824,0.020367467775940895,0.2062578648328781,0.2820086181163788,0.029279649257659912,0.03683977574110031,0.21978707985449009,0.6446896195411682,0.43642622232437134,0.114774086
Evidential (01),p30_01,0.897737979888916,0.0010068427072837949,29.970383712481105,0.018848730251193047,0.12145998328924179,0.2146158516407013,0.897737979888916,29.970383712481105,0.0010068427072837949,0.018848730251193047,0.12145998328924179,0.2146158516407013,0.01835993491113186,0.022500453516840935,0.16151825727270527,0.6499568819999695,0.5420844554901123,0.071969844
